term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2026-01-05T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大寒,15,2026-01-20T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立春,30,2026-02-04T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
雨水,45,2026-02-19T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
驚蟄,60,2026-03-05T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
春分,75,2026-03-20T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
清明,90,2026-04-05T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
穀雨,105,2026-04-20T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立夏,120,2026-05-05T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小滿,135,2026-05-21T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
芒種,150,2026-06-06T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
夏至,165,2026-06-21T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小暑,180,2026-07-07T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大暑,195,2026-07-23T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立秋,210,2026-08-07T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
處暑,225,2026-08-23T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
白露,240,2026-09-07T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
秋分,255,2026-09-23T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
寒露,270,2026-10-08T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
霜降,285,2026-10-23T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
立冬,300,2026-11-07T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
小雪,315,2026-11-22T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
大雪,330,2026-12-07T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
冬至,345,2026-12-22T03:00:00Z,0.0,SKY_LIZARD_CANONICAL,SL-DB-v10.4
